Text,Sentiment
_ross look js code facebook notice js functionsnahh kidding buddy told,Positive
goodnight everyone happy mothers day mothers,Positive
screw im going shopping ill back like 3 anyway ill hard core revision,Neutral
attempting set new record consecutive hacky sack kicks hacky sack skills unleashed,Positive
done packing everything else leaving 3 hours,Neutral
brand new playing epicenter july im ny jesse lacey hate,Negative
dont even wii b likes xbox thats use,Positive
home early yeh work weekend happy much 4 big1,Negative
aw internet right drummer boi,Negative
gon na irish wedding,Neutral
thats cuz youre cruising twitter nightshift,Neutral
philly hasnt played yet something please,Positive
envy everyone aots,Positive
feeling much better history research,Positive
reverence artistry displayed museum,Positive
make delicious pasta,Positive
twitter second day running study leave car one piece,Negative
im stuck inside elk grove village working day someone enjoy,Neutral
traumatizing moment childhood dogs massacred baby bunnies brother got bb gun,Negative
heading wedding,Neutral
ur welcomeanytime,Positive
yay joy department,Positive
paris 2moro packill wake 8 yes dance lesson 9,Neutral
doesnt look good,Negative
asked mum bout going tommorow laughed face lmao,Negative
dang need bed bay area monday tuesday night anyone able help,Negative
finally finished film final well except 1 part idk,Neutral
_aitana k way,Negative
kno im behind times one learned troy tbag dixon died back dec 8th 2008 rip troy,Neutral
back nyc convinced moving les fall,Neutral
okaaaay,Neutral
_newamerykah_ im alllllllllllllllllllllllllllll woke late didnt get breakfast wakenbake,Neutral
starbuck,Neutral
pleasure,Neutral
poor pooch,Negative
trying watch lost online annoying slowthe internet lost,Negative
yeah friday work 5am tomorrow oh well going shopping afterwork,Neutral
itchy,Negative
scream surprise first customer said haha via lmao,Positive
cool classes offered summer boo,Neutral
drank sugar milk coffee coffee brain,Neutral
see wolverine,Neutral
seniors last day,Neutral
hmmm thought u sleeping bad cant see videos tomorrow night,Negative
happy mothers day,Positive
ive listed lots new beads ebay,Neutral
hi rob,Neutral
happy birthday let us know get old boy,Positive
wine saginaki 7 friends good times,Positive
check video scriptgirl report 050809 officially survive weekend,Neutral
happy mothers day gift mother ever equal gift life,Positive
stuck traffic,Neutral
_tattoo hey girl im new follower think awesome youve gotten chance get close donnie cool,Positive
weird need lay smokes youre talking,Negative
happy birthday cheers pao,Positive
home much going long day,Neutral
mcm still next main event ill happy get back running soon still runless 10 days,Positive
wish could still drink two bad nights white wine london sick almost week,Negative
didnt come see hosts hilton mr thomas spent lots money nothing thats boring,Negative
oh dead muffins sad,Negative
home lol leaving monday flo rida,Neutral
grizzly bear concert tonight cant wait cold though,Positive
im work,Neutral
feeling lonely saturday night sometimes solitude hits harder expected,Negative
howz going hun,Neutral
thanks reading blog laughing perils tragedies cries,Neutral
worried friend,Negative
_miacherry morning kik enjoy breakfast,Positive
cant find pictures,Neutral
ustream replay control rankings,Neutral
going cook lamb chops lunch always end coking pay day amaze much cook,Positive
rob got lucky game beat 209205,Positive
thank lovely birthday messages,Positive
time work,Neutral
kenny u aliveim getting da hair doneto bad im chillin w u todat kinda sad,Negative
friends state dont know help nothing say seems helping wish knew say,Negative
nothing sad actually,Negative
1st day master cleansewish luck,Neutral
u tell ppl ull vancouver,Neutral
something outside bell wont stop ringing think children bikes asbos,Neutral
simple,Neutral
danced rain celebrate end exams rain dance unexpectedly refreshing,Positive
want die want take life forever shes trying get duet,Negative
always makes bad decisions,Negative
happy got big choice make,Negative
living studio sounds important oh mildura totally boring mhhhwhatever byeeee,Negative
blinks fast better lol thanks,Positive
oh ew thats bad using certain lip gloss long time tried wear literally making lips burn,Negative
16 crazy miley jb love nick jonas haha,Positive
friday whole different meaning work saturday sunday,Neutral
whats wrong,Negative
quiet twitterland 2day,Neutral
got back partysuprisingly awesome need dance often overall awesome night,Positive
_union dont let anyone run away anything,Neutral
give 5 year old golden retriever away another family today sad,Negative
every time rains see least 1 ambulance,Negative
getting ready work,Neutral
huh smelly noooo love alex vixon,Neutral
theres nothing wrong quiet day gives time listen,Positive
going jacks tribute match today,Neutral
home thats exactly meant home dtown also computer uh brokt,Negative
watching ellen love dishes tanning gorgeous,Positive
_anniemay omg fair,Negative
ahh im confused dont wan na run away really handle real relationship love anyways false hope,Negative
hurt left knee somehow last night hurts walk,Negative
wow tagers rock awesome performance,Positive
ooooh boo see bar well miss ill make pt stopping,Negative
youre really alcoholic v disappointed seriously though got kidding,Negative
_wockeez wan na go wont im sure show great,Positive
waiting jonas come,Neutral
hugs able shag crush anymore x,Positive
oh noooo sucks reschedule another show,Negative
going lunch soon fave cuzs,Positive
_by_spork haha like anyway although miss spork pic go,Positive
worried mr socks tonight,Negative
hate stinkin tired everyday hard get upi thought supposed start getting energy back,Negative
vote wont let says closed votes category wan na vote,Neutral
big hug,Positive
ohmy foots hurting 5 minutes took though,Negative
remember nerd hurdles rocks especially tale currency ironpoodonia,Neutral
got messgae didnt work cause text saver like money credit im sad wat xoxo,Negative
dude youre always going midnight screenings xd wish lived city well tmrw rubbish,Neutral
awesome feels fulfilling im gon na work soooo many people summer totally excited,Positive
oh hope baad tell mya hope shes gets better soon,Neutral
lucy hating gweg,Negative
see dog bella,Neutral
assume mean 2nd item 3 nested lines invert call tree button found ï½ ï½ ï½,Negative
anyone big fingers ive loved,Positive
way home tonight saw newspaper headline susan boyle quits surely true,Neutral
wish could enjoy girls day,Positive
headache nobody keep company _wantstobeakiddagain3,Negative
horrible dream,Negative
interesting wknd sleeping saturday productive sunday,Positive
also hi top reeboks cause,Neutral
unfortunately heffas decided take impromptu mall trip without telling,Negative
think friend thinking jonathan danny,Neutral
aww read tweet im sure later either work feel us,Positive
peanut butter soup amazing everything else soup higher form amazing,Positive
good god fit swear words 140 characters,Negative
yeah drank little bit anyways definitely show drink,Neutral
thought rubbish twins cute tho,Neutral
nice weatherlooks like going rain delhi,Positive
_starr yep hawkesbury classic starts windsor home said dj,Neutral
woken mum work,Neutral
want yal shoulve gone rm,Neutral
least two three times week turn tv find comedy central already endure brief moment scrubs,Neutral
bueno hollykins needs feel better asap ps miss done uni soon arent soproudofyou,Neutral
wants greet moms happy mothers day may enjoy day,Positive
finished new moon 1 day maybe less im quite proud wants lend eclipse haha,Neutral
got dress friends wedding little tight places got ta work,Neutral
metro trader joe 71st closed many firemen cops wth happened walking home bus cant go ohh,Neutral
ugh another day today 5 uttered words last 2 weeks missed 10 yr old birthday even ical,Negative
ipod died running charged,Negative
gon na beautiful day,Positive
new blog post blog auto insuran found auto insurance policy expired careless meanw,Negative
cool could call phone wont let calll number,Positive
fieldnotes ordered 8th still havent arrived 3 weeks still books,Negative
today alot fun love family sammy hernandez caitlin hughes goodnight,Positive
call time good phone wan na catch love miss,Neutral
must go strawberry fields,Neutral
arousal excitement upcoming adventure,Positive
nothing good five dollar sale,Negative
sucks,Negative
belly speaking need food,Neutral
especially youre vampire,Neutral
snap breaking,Negative
work oh first day monthly visitor ahhhhhh,Neutral
yes found come greenville perfect weekend pictures sidekick go shooting,Positive
pfft cydia apps ftw code phone make reload springboard,Neutral
youth group would liked 2 go couldnt afford drama performanceparty luv ya tho,Positive
would love learn trapeze ive wanted since kid sadly theres place live teaches,Neutral
want go let go,Negative
applied osap yet god im gon na owe major end academic career aint right,Negative
certainly cheers huh,Neutral
cleaned followers list blocked girls look like spammer,Neutral
